Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
1,3600,0.9913374913374913,0.9620253164556962,0.9416221801274324,0.9121067221067222,0.19502516578293544,30,0.9734513274336283,0.8440707964601769,0.1393055283521152,19,0.5720343290770432,0.4117213882267078,27,5,2
