Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
4,3600,0.4907667134174848,0.8165680473372781,0.0,0.48229546517064054,0.0017291863074345806,3,0.69,0.6899999999999998,1.1102230246251565e-16,3,0.0,0.0,3,7,2
