Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
3,3600,0.8593350383631713,0.7804878048780487,0.5631067961165048,0.7882097186700768,0.04634514568222144,4,0.775,0.705,0.05477225575051661,6,0.4233800702815188,0.10645906056605,6,3,0
