Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
6,3600,0.7946758873521079,0.7452574525745258,0.45894000681080094,0.7645299116813865,0.031405703584111405,6,0.7287157287157288,0.696190476190476,0.027365654002944814,6,0.394078682217154,0.0539278342923246,6,5,2
