Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
1,1200,1.0,0.9836065573770492,0.9775481819988079,0.9931084337349396,0.007507509828655408,14,0.9911504424778761,0.9713274336283186,0.026463580448234568,14,0.9224915069539993,0.07729054366757207,14,7,3
