Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
0,3600,0.9287696577243293,0.9126213592233009,0.6762589928057554,0.873154486586494,0.09647770982935322,6,0.8714285714285714,0.8131428571428572,0.06342857142857143,6,0.4931306532269349,0.21366802857640635,6,3,0
