Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
5,3600,0.8011241338377156,0.7761557177615571,0.5127262342483847,0.7588571305983224,0.07844274400337667,6,0.7573333333333333,0.7146133333333333,0.06192121732940621,5,0.42039256681093873,0.13958727714006713,5,3,0
