Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
2,3600,0.9232392425093154,0.8613728129205922,0.7050732714982564,0.908087958756572,0.024293634096966412,6,0.8528571428571429,0.8273000000000001,0.0325348447429672,5,0.6535308782099402,0.06580163239412333,5,5,0
