Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
7,1200,1.0,0.923076923076923,0.6,0.67,0.21210584359910714,5,0.875,0.7175,0.11939953936259554,6,0.10361904761904764,0.3320281385775251,6,5,3
