Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
3,1200,0.7568922305764412,0.7692307692307692,0.55,0.7103508771929826,0.02744562311648863,6,0.775,0.6459999999999999,0.060282667492406156,6,0.29470168368328864,0.11814711430430402,6,5,4
