Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
5,1200,0.751781864026762,0.7185840707964604,0.10837837631210778,0.7111752781140537,0.06141420615398723,4,0.5853333333333334,0.55568,0.013195447026236831,5,0.031816347224935114,0.032581364433497774,5,3,3
