Dataset,Time,AUC,FSC,CohenKappa,AUC_mean,AUC_std,Features_auc,Accurracy_max,Accurracy_mean,Accurracy_std,Features_acc,CohenKappa_mean,CohenKappa_std,Features_ck,Seed,Fold
0,1200,0.9396258503401361,0.8913043478260869,0.691358024691358,0.7739965986394557,0.16734039604072995,6,0.8571428571428571,0.7525714285714287,0.09778944477909712,6,0.4171958998330672,0.2639481269652788,5,7,2
